"sid","r","n_type","heterog","theta","theta1","theta2","C","n","w12","p11","p22","p12","pi01","pi11","pi02","pi12","B"
422,0.5,"Unequal","None",0.5,0.5,0.5,50,10,0.2,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
423,0.5,"Unequal","None",0.5,0.5,0.5,50,10,0.5,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
424,0.5,"Unequal","None",0.5,0.5,0.5,50,10,0.5,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
425,0.5,"Unequal","None",0.5,0.5,0.5,50,10,0.8,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
426,0.5,"Unequal","None",0.5,0.5,0.5,50,10,0.8,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
427,0.5,"Unequal","None",0.5,0.5,0.5,50,30,0.2,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
428,0.5,"Unequal","None",0.5,0.5,0.5,50,30,0.2,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
429,0.5,"Unequal","None",0.5,0.5,0.5,50,30,0.5,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
430,0.5,"Unequal","None",0.5,0.5,0.5,50,30,0.5,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
431,0.5,"Unequal","None",0.5,0.5,0.5,50,30,0.8,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
432,0.5,"Unequal","None",0.5,0.5,0.5,50,30,0.8,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
433,0.5,"Unequal","None",0.56,0.56,0.56,10,10,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
434,0.5,"Unequal","None",0.56,0.56,0.56,10,10,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
435,0.5,"Unequal","None",0.56,0.56,0.56,10,10,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
436,0.5,"Unequal","None",0.56,0.56,0.56,10,10,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
437,0.5,"Unequal","None",0.56,0.56,0.56,10,10,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
438,0.5,"Unequal","None",0.56,0.56,0.56,10,10,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
439,0.5,"Unequal","None",0.56,0.56,0.56,10,30,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
440,0.5,"Unequal","None",0.56,0.56,0.56,10,30,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
441,0.5,"Unequal","None",0.56,0.56,0.56,10,30,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
442,0.5,"Unequal","None",0.56,0.56,0.56,10,30,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
443,0.5,"Unequal","None",0.56,0.56,0.56,10,30,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
444,0.5,"Unequal","None",0.56,0.56,0.56,10,30,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
445,0.5,"Unequal","None",0.56,0.56,0.56,20,10,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
446,0.5,"Unequal","None",0.56,0.56,0.56,20,10,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
447,0.5,"Unequal","None",0.56,0.56,0.56,20,10,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
448,0.5,"Unequal","None",0.56,0.56,0.56,20,10,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
449,0.5,"Unequal","None",0.56,0.56,0.56,20,10,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
450,0.5,"Unequal","None",0.56,0.56,0.56,20,10,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
451,0.5,"Unequal","None",0.56,0.56,0.56,20,30,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
452,0.5,"Unequal","None",0.56,0.56,0.56,20,30,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
453,0.5,"Unequal","None",0.56,0.56,0.56,20,30,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
454,0.5,"Unequal","None",0.56,0.56,0.56,20,30,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
455,0.5,"Unequal","None",0.56,0.56,0.56,20,30,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
456,0.5,"Unequal","None",0.56,0.56,0.56,20,30,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
457,0.5,"Unequal","None",0.56,0.56,0.56,30,10,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
458,0.5,"Unequal","None",0.56,0.56,0.56,30,10,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
459,0.5,"Unequal","None",0.56,0.56,0.56,30,10,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
460,0.5,"Unequal","None",0.56,0.56,0.56,30,10,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
461,0.5,"Unequal","None",0.56,0.56,0.56,30,10,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
462,0.5,"Unequal","None",0.56,0.56,0.56,30,10,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
463,0.5,"Unequal","None",0.56,0.56,0.56,30,30,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
464,0.5,"Unequal","None",0.56,0.56,0.56,30,30,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
465,0.5,"Unequal","None",0.56,0.56,0.56,30,30,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
466,0.5,"Unequal","None",0.56,0.56,0.56,30,30,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
467,0.5,"Unequal","None",0.56,0.56,0.56,30,30,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
468,0.5,"Unequal","None",0.56,0.56,0.56,30,30,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
469,0.5,"Unequal","None",0.56,0.56,0.56,50,10,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
470,0.5,"Unequal","None",0.56,0.56,0.56,50,10,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
471,0.5,"Unequal","None",0.56,0.56,0.56,50,10,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
472,0.5,"Unequal","None",0.56,0.56,0.56,50,10,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
473,0.5,"Unequal","None",0.56,0.56,0.56,50,10,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
474,0.5,"Unequal","None",0.56,0.56,0.56,50,10,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
475,0.5,"Unequal","None",0.56,0.56,0.56,50,30,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
476,0.5,"Unequal","None",0.56,0.56,0.56,50,30,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
477,0.5,"Unequal","None",0.56,0.56,0.56,50,30,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
478,0.5,"Unequal","None",0.56,0.56,0.56,50,30,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
479,0.5,"Unequal","None",0.56,0.56,0.56,50,30,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
480,0.5,"Unequal","None",0.56,0.56,0.56,50,30,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
481,0.5,"Unequal","None",0.64,0.64,0.64,10,10,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
482,0.5,"Unequal","None",0.64,0.64,0.64,10,10,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
483,0.5,"Unequal","None",0.64,0.64,0.64,10,10,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
484,0.5,"Unequal","None",0.64,0.64,0.64,10,10,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
485,0.5,"Unequal","None",0.64,0.64,0.64,10,10,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
486,0.5,"Unequal","None",0.64,0.64,0.64,10,10,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
487,0.5,"Unequal","None",0.64,0.64,0.64,10,30,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
488,0.5,"Unequal","None",0.64,0.64,0.64,10,30,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
489,0.5,"Unequal","None",0.64,0.64,0.64,10,30,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
490,0.5,"Unequal","None",0.64,0.64,0.64,10,30,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
491,0.5,"Unequal","None",0.64,0.64,0.64,10,30,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
492,0.5,"Unequal","None",0.64,0.64,0.64,10,30,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
493,0.5,"Unequal","None",0.64,0.64,0.64,20,10,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
494,0.5,"Unequal","None",0.64,0.64,0.64,20,10,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
495,0.5,"Unequal","None",0.64,0.64,0.64,20,10,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
496,0.5,"Unequal","None",0.64,0.64,0.64,20,10,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
497,0.5,"Unequal","None",0.64,0.64,0.64,20,10,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
498,0.5,"Unequal","None",0.64,0.64,0.64,20,10,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
499,0.5,"Unequal","None",0.64,0.64,0.64,20,30,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
500,0.5,"Unequal","None",0.64,0.64,0.64,20,30,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
501,0.5,"Unequal","None",0.64,0.64,0.64,20,30,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
502,0.5,"Unequal","None",0.64,0.64,0.64,20,30,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
503,0.5,"Unequal","None",0.64,0.64,0.64,20,30,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
504,0.5,"Unequal","None",0.64,0.64,0.64,20,30,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
505,0.5,"Unequal","None",0.64,0.64,0.64,30,10,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
506,0.5,"Unequal","None",0.64,0.64,0.64,30,10,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
507,0.5,"Unequal","None",0.64,0.64,0.64,30,10,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
508,0.5,"Unequal","None",0.64,0.64,0.64,30,10,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
509,0.5,"Unequal","None",0.64,0.64,0.64,30,10,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
510,0.5,"Unequal","None",0.64,0.64,0.64,30,10,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
511,0.5,"Unequal","None",0.64,0.64,0.64,30,30,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
512,0.5,"Unequal","None",0.64,0.64,0.64,30,30,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
513,0.5,"Unequal","None",0.64,0.64,0.64,30,30,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
514,0.5,"Unequal","None",0.64,0.64,0.64,30,30,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
515,0.5,"Unequal","None",0.64,0.64,0.64,30,30,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
516,0.5,"Unequal","None",0.64,0.64,0.64,30,30,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
517,0.5,"Unequal","None",0.64,0.64,0.64,50,10,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
518,0.5,"Unequal","None",0.64,0.64,0.64,50,10,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
519,0.5,"Unequal","None",0.64,0.64,0.64,50,10,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
520,0.5,"Unequal","None",0.64,0.64,0.64,50,10,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
521,0.5,"Unequal","None",0.64,0.64,0.64,50,10,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
522,0.5,"Unequal","None",0.64,0.64,0.64,50,10,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
523,0.5,"Unequal","None",0.64,0.64,0.64,50,30,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
524,0.5,"Unequal","None",0.64,0.64,0.64,50,30,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
525,0.5,"Unequal","None",0.64,0.64,0.64,50,30,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
526,0.5,"Unequal","None",0.64,0.64,0.64,50,30,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
527,0.5,"Unequal","None",0.64,0.64,0.64,50,30,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
528,0.5,"Unequal","None",0.64,0.64,0.64,50,30,0.8,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
529,0.5,"Unequal","None",0.71,0.71,0.71,10,10,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
530,0.5,"Unequal","None",0.71,0.71,0.71,10,10,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
531,0.5,"Unequal","None",0.71,0.71,0.71,10,10,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
532,0.5,"Unequal","None",0.71,0.71,0.71,10,10,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
533,0.5,"Unequal","None",0.71,0.71,0.71,10,10,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
534,0.5,"Unequal","None",0.71,0.71,0.71,10,10,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
535,0.5,"Unequal","None",0.71,0.71,0.71,10,30,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
536,0.5,"Unequal","None",0.71,0.71,0.71,10,30,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
537,0.5,"Unequal","None",0.71,0.71,0.71,10,30,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
538,0.5,"Unequal","None",0.71,0.71,0.71,10,30,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
539,0.5,"Unequal","None",0.71,0.71,0.71,10,30,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
540,0.5,"Unequal","None",0.71,0.71,0.71,10,30,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
541,0.5,"Unequal","None",0.71,0.71,0.71,20,10,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
542,0.5,"Unequal","None",0.71,0.71,0.71,20,10,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
543,0.5,"Unequal","None",0.71,0.71,0.71,20,10,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
544,0.5,"Unequal","None",0.71,0.71,0.71,20,10,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
545,0.5,"Unequal","None",0.71,0.71,0.71,20,10,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
546,0.5,"Unequal","None",0.71,0.71,0.71,20,10,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
547,0.5,"Unequal","None",0.71,0.71,0.71,20,30,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
548,0.5,"Unequal","None",0.71,0.71,0.71,20,30,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
549,0.5,"Unequal","None",0.71,0.71,0.71,20,30,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
550,0.5,"Unequal","None",0.71,0.71,0.71,20,30,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
551,0.5,"Unequal","None",0.71,0.71,0.71,20,30,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
552,0.5,"Unequal","None",0.71,0.71,0.71,20,30,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
553,0.5,"Unequal","None",0.71,0.71,0.71,30,10,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
554,0.5,"Unequal","None",0.71,0.71,0.71,30,10,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
555,0.5,"Unequal","None",0.71,0.71,0.71,30,10,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
556,0.5,"Unequal","None",0.71,0.71,0.71,30,10,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
557,0.5,"Unequal","None",0.71,0.71,0.71,30,10,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
558,0.5,"Unequal","None",0.71,0.71,0.71,30,10,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
559,0.5,"Unequal","None",0.71,0.71,0.71,30,30,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
560,0.5,"Unequal","None",0.71,0.71,0.71,30,30,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
561,0.5,"Unequal","None",0.71,0.71,0.71,30,30,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
562,0.5,"Unequal","None",0.71,0.71,0.71,30,30,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
563,0.5,"Unequal","None",0.71,0.71,0.71,30,30,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
564,0.5,"Unequal","None",0.71,0.71,0.71,30,30,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
565,0.5,"Unequal","None",0.71,0.71,0.71,50,10,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
566,0.5,"Unequal","None",0.71,0.71,0.71,50,10,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
567,0.5,"Unequal","None",0.71,0.71,0.71,50,10,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
568,0.5,"Unequal","None",0.71,0.71,0.71,50,10,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
569,0.5,"Unequal","None",0.71,0.71,0.71,50,10,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
570,0.5,"Unequal","None",0.71,0.71,0.71,50,10,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
571,0.5,"Unequal","None",0.71,0.71,0.71,50,30,0.2,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
572,0.5,"Unequal","None",0.71,0.71,0.71,50,30,0.2,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
573,0.5,"Unequal","None",0.71,0.71,0.71,50,30,0.5,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
574,0.5,"Unequal","None",0.71,0.71,0.71,50,30,0.5,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
575,0.5,"Unequal","None",0.71,0.71,0.71,50,30,0.8,0.1,0.05,0.025,0.3,0.496,0.3,0.4575,5000
576,0.5,"Unequal","None",0.71,0.71,0.71,50,30,0.8,0.1,0.05,0.025,0.5,0.6963,0.5,0.6601,5000
577,0.5,"Unequal","Large",0.5,0.395,0.605,10,10,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
578,0.5,"Unequal","Large",0.5,0.395,0.605,10,10,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
579,0.5,"Unequal","Large",0.5,0.395,0.605,10,10,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
580,0.5,"Unequal","Large",0.5,0.395,0.605,10,10,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
581,0.5,"Unequal","Large",0.5,0.395,0.605,10,10,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
582,0.5,"Unequal","Large",0.5,0.395,0.605,10,10,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
583,0.5,"Unequal","Large",0.5,0.395,0.605,10,30,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
584,0.5,"Unequal","Large",0.5,0.395,0.605,10,30,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
585,0.5,"Unequal","Large",0.5,0.395,0.605,10,30,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
586,0.5,"Unequal","Large",0.5,0.395,0.605,10,30,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
587,0.5,"Unequal","Large",0.5,0.395,0.605,10,30,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
588,0.5,"Unequal","Large",0.5,0.395,0.605,10,30,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
589,0.5,"Unequal","Large",0.5,0.395,0.605,20,10,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
590,0.5,"Unequal","Large",0.5,0.395,0.605,20,10,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
591,0.5,"Unequal","Large",0.5,0.395,0.605,20,10,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
592,0.5,"Unequal","Large",0.5,0.395,0.605,20,10,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
593,0.5,"Unequal","Large",0.5,0.395,0.605,20,10,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
594,0.5,"Unequal","Large",0.5,0.395,0.605,20,10,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
595,0.5,"Unequal","Large",0.5,0.395,0.605,20,30,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
596,0.5,"Unequal","Large",0.5,0.395,0.605,20,30,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
597,0.5,"Unequal","Large",0.5,0.395,0.605,20,30,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
598,0.5,"Unequal","Large",0.5,0.395,0.605,20,30,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
599,0.5,"Unequal","Large",0.5,0.395,0.605,20,30,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
600,0.5,"Unequal","Large",0.5,0.395,0.605,20,30,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
601,0.5,"Unequal","Large",0.5,0.395,0.605,30,10,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
602,0.5,"Unequal","Large",0.5,0.395,0.605,30,10,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
603,0.5,"Unequal","Large",0.5,0.395,0.605,30,10,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
604,0.5,"Unequal","Large",0.5,0.395,0.605,30,10,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
605,0.5,"Unequal","Large",0.5,0.395,0.605,30,10,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
606,0.5,"Unequal","Large",0.5,0.395,0.605,30,10,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
607,0.5,"Unequal","Large",0.5,0.395,0.605,30,30,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
608,0.5,"Unequal","Large",0.5,0.395,0.605,30,30,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
609,0.5,"Unequal","Large",0.5,0.395,0.605,30,30,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
610,0.5,"Unequal","Large",0.5,0.395,0.605,30,30,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
611,0.5,"Unequal","Large",0.5,0.395,0.605,30,30,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
612,0.5,"Unequal","Large",0.5,0.395,0.605,30,30,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
613,0.5,"Unequal","Large",0.5,0.395,0.605,50,10,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
614,0.5,"Unequal","Large",0.5,0.395,0.605,50,10,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
615,0.5,"Unequal","Large",0.5,0.395,0.605,50,10,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
616,0.5,"Unequal","Large",0.5,0.395,0.605,50,10,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
617,0.5,"Unequal","Large",0.5,0.395,0.605,50,10,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
618,0.5,"Unequal","Large",0.5,0.395,0.605,50,10,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
619,0.5,"Unequal","Large",0.5,0.395,0.605,50,30,0.2,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
620,0.5,"Unequal","Large",0.5,0.395,0.605,50,30,0.2,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
621,0.5,"Unequal","Large",0.5,0.395,0.605,50,30,0.5,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
622,0.5,"Unequal","Large",0.5,0.395,0.605,50,30,0.5,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
623,0.5,"Unequal","Large",0.5,0.395,0.605,50,30,0.8,0.1,0.05,0.025,0.3,0.2134,0.3,0.3745,5000
624,0.5,"Unequal","Large",0.5,0.395,0.605,50,30,0.8,0.1,0.05,0.025,0.5,0.4035,0.5,0.5782,5000
625,0.5,"Unequal","Large",0.56,0.455,0.665,10,10,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
626,0.5,"Unequal","Large",0.56,0.455,0.665,10,10,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
627,0.5,"Unequal","Large",0.56,0.455,0.665,10,10,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
628,0.5,"Unequal","Large",0.56,0.455,0.665,10,10,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
629,0.5,"Unequal","Large",0.56,0.455,0.665,10,10,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
